"Relative Time (Process)","final_final-v0 - system/gpu.0.gpu","final_final-v0 - system/gpu.0.gpu__MIN","final_final-v0 - system/gpu.0.gpu__MAX"
"22341.312428127","97","97","97"
"22351.855627763","80","80","80"
"22356.314075078","78","78","78"
"22366.855118505","76","76","76"
"22371.312283659","79","79","79"
"22381.855332168","78","78","78"
"22386.312851999","97","97","97"
"22396.855088093","97","97","97"
"22401.312773408","64","64","64"
"22411.855890099","96","96","96"
"22416.312330295","97","97","97"
"22426.855327501","82","82","82"
"22431.312342536","98","98","98"
"22441.855422532","99","99","99"
"22446.313597809","81","81","81"
"22456.856695039","74","74","74"
"22461.313444045","97","97","97"
"22471.854886955","99","99","99"
"22476.312328273","95","95","95"
"22486.855182401","60","60","60"
"22491.313059991","97","97","97"
"22501.855083838","59","59","59"
"22506.312814033","99","99","99"
"22516.855298526","97","97","97"
"22521.312887276","64","64","64"
"22531.855062502","99","99","99"
"22536.313662284","93","93","93"
"22546.855727498","99","99","99"
"22551.312360378","99","99","99"
"22561.855648768","93","93","93"
"22566.312901148","97","97","97"
"22576.85530215","82","82","82"
"22581.312662643","99","99","99"
"22591.85494251","99","99","99"
"22596.313442265","98","98","98"
"22606.855924333","87","87","87"
"22611.313427212","99","99","99"
"22621.854435736","99","99","99"
"22626.31280029","90","90","90"
"22636.855419113","60","60","60"
"22641.312372522","80","80","80"
"22651.854512564","97","97","97"
"22656.312937428","99","99","99"
"22666.854547842","97","97","97"
"22671.31280229","98","98","98"
"22681.855060253","99","99","99"
"22686.314022996","75","75","75"
"22696.85485738","65","65","65"
"22701.312684603","88","88","88"
"22711.855370725","97","97","97"
"22716.312580977","99","99","99"
"22726.855001646","96","96","96"
"22731.313501835","72","72","72"
"22741.854555261","97","97","97"
"22746.312956569","79","79","79"
"22756.856200967","62","62","62"
"22761.312991227","98","98","98"
"22771.855227052","99","99","99"
"22776.311993565","97","97","97"
"22786.854731157","97","97","97"
"22791.313509516","99","99","99"
"22801.855183492","52","52","52"
"22806.314869107","63","63","63"
"22816.855150034","96","96","96"
"22821.312056749","99","99","99"
"22831.854904759","84","84","84"
"22836.313548348","97","97","97"
"22846.854444189","99","99","99"
"22851.312635902","99","99","99"
"22861.854504594","83","83","83"
"22866.312907639","68","68","68"
"22876.855035084","97","97","97"
"22881.313451272","74","74","74"
"22891.85470389","97","97","97"
"22896.313046692","95","95","95"
"22906.855563699","99","99","99"
"22911.312673573","97","97","97"
"22921.855860627","69","69","69"
"22926.31145116","99","99","99"
"22936.857020457","57","57","57"
"22941.312835695","78","78","78"
"22951.855828957","98","98","98"
"22956.312256775","86","86","86"
"22966.854378279","77","77","77"
"22971.312835919","97","97","97"
"22981.856958743","98","98","98"
"22986.312581921","98","98","98"
"22996.856733435","60","60","60"
"23001.312598763","82","82","82"
"23011.856592934","97","97","97"
"23016.31234081","97","97","97"
"23026.854636055","97","97","97"
"23031.31388632","99","99","99"
"23041.857469967","99","99","99"
"23046.312794695","79","79","79"
"23056.855179625","99","99","99"
"23061.312862051","83","83","83"
"23071.854364153","99","99","99"
"23076.312343685","97","97","97"
"23086.855312463","88","88","88"
"23091.314303339","99","99","99"
"23101.856089061","88","88","88"
"23106.313459406","62","62","62"
"23116.855412756","99","99","99"
"23121.312809932","99","99","99"
"23131.855135196","93","93","93"
"23136.312906439","97","97","97"
"23146.856691757","62","62","62"
"23151.31333048","96","96","96"
"23161.855675123","97","97","97"
"23166.311426345","99","99","99"
"23176.854570783","98","98","98"
"23181.313062462","77","77","77"
"23191.855066926","99","99","99"
"23196.312927603","65","65","65"
"23206.854839049","99","99","99"
"23211.312180545","96","96","96"
"23221.855222917","85","85","85"
"23226.312222873","97","97","97"
"23236.855052967","99","99","99"
"23241.312282088","99","99","99"
"23251.854796035","75","75","75"
"23256.312924596","97","97","97"
"23266.855540952","97","97","97"
"23271.312369501","97","97","97"
"23281.855526069","60","60","60"
"23286.312653231","99","99","99"
"23296.855412274","97","97","97"
"23301.313067351","62","62","62"
"23311.854983093","77","77","77"
"23316.313472988","97","97","97"
"23326.855265009","96","96","96"
"23331.314158652","97","97","97"
"23341.85535181","79","79","79"
"23346.313794903","99","99","99"
"23356.855282069","82","82","82"
"23361.312655619","69","69","69"
"23371.85566315","63","63","63"
"23376.312806008","70","70","70"
"23386.855648796","75","75","75"
"23391.312505542","97","97","97"
"23401.85429948","90","90","90"
"23406.313271282","99","99","99"
"23416.855689077","97","97","97"
"23421.311578962","87","87","87"
"23431.8562046","99","99","99"
"23436.31247091","97","97","97"
"23446.855498052","59","59","59"
"23451.311724493","84","84","84"
"23461.854692518","97","97","97"
"23466.312732438","63","63","63"
"23476.855154477","94","94","94"
"23481.313175848","99","99","99"
"23491.854275478","91","91","91"
"23496.312981331","98","98","98"
"23506.854802453","99","99","99"
"23511.31345743","99","99","99"
"23521.855631047","99","99","99"
"23526.312799272","67","67","67"
"23536.855137279","61","61","61"
"23541.313073434","97","97","97"
"23551.854201031","97","97","97"
"23556.313023258","97","97","97"
"23566.85683264","84","84","84"
"23571.313823416","99","99","99"
"23581.854962827","61","61","61"
"23586.312042036","64","64","64"
"23596.856252124","97","97","97"
"23601.313327992","97","97","97"
"23611.856000039","89","89","89"
"23616.312524221","99","99","99"
"23626.855335833","97","97","97"
"23631.312709953","61","61","61"
"23641.85455273","77","77","77"
"23646.312993629","89","89","89"
"23656.85586542","96","96","96"
"23661.313701904","97","97","97"
"23671.854691682","70","70","70"
"23676.312808999","61","61","61"
"23686.855932619","96","96","96"
"23691.312464843","97","97","97"
"23701.856284166","78","78","78"
"23706.312507661","97","97","97"
"23716.85555087","84","84","84"
"23721.311913929","90","90","90"
"23731.854543704","99","99","99"
"23736.312863688","73","73","73"
"23746.856347612","97","97","97"
"23751.312884198","97","97","97"
"23761.855413149","74","74","74"
"23766.313576847","97","97","97"
"23776.855611909","3","3","3"
"23781.312507768","98","98","98"
"23791.855903692","99","99","99"
"23796.312855575","79","79","79"
"23806.85558242","97","97","97"
"23811.312435117","61","61","61"
"23821.854483366","61","61","61"
"23826.312933285","97","97","97"
"23836.856158726","99","99","99"
"23841.313644789","70","70","70"
"23851.855684418","78","78","78"
"23856.311965712","78","78","78"
"23866.856097659","99","99","99"
"23871.312580045","96","96","96"
"23881.855466973","60","60","60"
"23886.312144297","99","99","99"
"23896.855167907","97","97","97"
"23901.313078707","62","62","62"
"23911.854204979","62","62","62"
"23916.312944667","97","97","97"
"23926.855734865","97","97","97"
"23931.312093841","99","99","99"
"23941.854502127","79","79","79"
"23946.312620864","61","61","61"
"23956.855423301","96","96","96"
"23961.313314161","97","97","97"
"23971.85556233","95","95","95"
"23976.311449681","99","99","99"
"23986.85464475","65","65","65"
"23991.312852252","62","62","62"
"24001.857339122","97","97","97"
"24006.312339648","95","95","95"
"24016.857628513","61","61","61"
"24021.313404333","97","97","97"
"24031.855580181","97","97","97"
"24036.313473929","99","99","99"
"24046.85479436","76","76","76"
"24051.31236651","57","57","57"
"24061.856557627","97","97","97"
"24066.312381812","98","98","98"
"24076.855553269","75","75","75"
"24081.312001176","99","99","99"
"24091.855755532","97","97","97"
"24096.313371851","97","97","97"
"24106.854266063","64","64","64"
"24111.312277164","99","99","99"
"24121.855258301","99","99","99"
"24126.313556387","63","63","63"
"24136.854871669","88","88","88"
"24141.314129371","97","97","97"
"24151.854170992","62","62","62"
"24156.311751818","99","99","99"
"24166.854785856","99","99","99"
"24171.314055826","99","99","99"
"24181.854551026","96","96","96"
"24186.313380573","72","72","72"
"24196.85558394","57","57","57"
"24201.31231268","97","97","97"
"24211.854253485","97","97","97"
"24216.313705062","97","97","97"
"24226.855356983","99","99","99"
"24231.313243622","58","58","58"
"24241.855031621","96","96","96"
"24246.312643364","98","98","98"
"24256.85563501","61","61","61"
"24261.314026801","72","72","72"
"24271.855405164","97","97","97"
"24276.313577931","99","99","99"
"24286.854982869","64","64","64"
"24291.313001851","99","99","99"
"24301.855996189","97","97","97"
"24306.31331309","64","64","64"
"24316.854405655","61","61","61"
"24321.312891412","97","97","97"
"24331.855527214","97","97","97"
"24336.312533833","97","97","97"
"24346.854968127","80","80","80"
"24351.312147356","99","99","99"
"24361.854911745","97","97","97"
"24366.312547119","80","80","80"
"24376.855316541","99","99","99"
"24381.312731223","99","99","99"
"24391.85546167","99","99","99"
"24396.312868854","94","94","94"
"24406.855642128","93","93","93"
"24411.312960942","64","64","64"
"24421.855215828","99","99","99"
"24426.312989512","97","97","97"
"24436.854607636","97","97","97"
"24441.313735638","97","97","97"
"24451.854509598","94","94","94"
"24456.311658601","99","99","99"
"24466.855139932","96","96","96"
"24471.313578973","62","62","62"
"24481.85520966","84","84","84"
"24486.31322686","97","97","97"
"24496.855011377","97","97","97"
"24501.31356099","99","99","99"
"24511.854682961","86","86","86"
"24516.311859496","95","95","95"
"24526.854193103","59","59","59"
"24531.31172355","99","99","99"
"24541.857808256","96","96","96"
"24546.312273455","79","79","79"
"24556.857325087","61","61","61"
"24561.313892284","87","87","87"
"24571.855517327","97","97","97"
"24576.312594063","96","96","96"
"24586.856693688","62","62","62"
"24591.312242024","99","99","99"
"24601.856426559","97","97","97"
"24606.313658426","64","64","64"
"24616.855290884","97","97","97"
"24621.312631294","94","94","94"
"24631.855640498","60","60","60"
"24636.313149971","99","99","99"
"24646.856058531","96","96","96"
"24651.312917262","99","99","99"
"24661.855282901","74","74","74"
"24666.313210024","64","64","64"
"24676.855188618","97","97","97"
"24681.313012954","66","66","66"
"24691.855944583","99","99","99"
"24696.312428649","97","97","97"
"24706.855122628","95","95","95"
"24711.31244614","97","97","97"
"24721.85486144","65","65","65"
"24726.313416438","99","99","99"
"24736.855040429","82","82","82"
"24741.312318511","59","59","59"
"24751.855084334","77","77","77"
"24756.312706143","97","97","97"
"24766.854899549","97","97","97"
"24771.31270874","99","99","99"
"24781.855479525","64","64","64"
"24786.314758766","66","66","66"
"24796.85448797","88","88","88"
"24801.312769615","97","97","97"
"24811.85488969","99","99","99"
"24816.313368058","97","97","97"
"24826.854484278","61","61","61"
"24831.312726373","99","99","99"
"24841.855434369","99","99","99"
"24846.312177491","63","63","63"
"24856.856122859","97","97","97"
"24861.312625717","97","97","97"
"24871.85523741","99","99","99"
"24876.312982596","99","99","99"
"24886.856043076","75","75","75"
"24891.313095507","98","98","98"
"24901.855108016","99","99","99"
"24906.312819526","70","70","70"
"24916.854930203","88","88","88"
"24921.313492168","97","97","97"
"24931.855303416","97","97","97"
"24936.311693939","96","96","96"
"24946.8564498","99","99","99"
"24951.314144188","98","98","98"
"24961.856462949","62","62","62"
"24966.311672382","97","97","97"
"24976.854798401","99","99","99"
"24981.31298168","99","99","99"
"24991.855107634","61","61","61"
"24996.31295683","61","61","61"
"25006.856019201","97","97","97"
"25011.312765526","62","62","62"
"25021.856012073","61","61","61"
"25026.312729176","97","97","97"
"25036.859145236","97","97","97"
"25041.312484443","97","97","97"
"25051.855660378","82","82","82"
"25056.3126052","99","99","99"
"25066.855274084","68","68","68"
"25071.313249249","64","64","64"
"25081.855645807","60","60","60"
"25086.314074309","99","99","99"
"25096.856853539","97","97","97"
"25101.311861802","97","97","97"
"25111.854468921","61","61","61"
"25116.31234526","71","71","71"
"25126.853962898","96","96","96"
"25131.313296","99","99","99"
"25141.854656046","59","59","59"
"25146.313151286","97","97","97"
"25156.854125619","96","96","96"
"25161.313723598","64","64","64"
"25171.855387345","87","87","87"
"25176.312272607","97","97","97"
"25186.855315515","99","99","99"
"25191.313434137","97","97","97"
"25201.855008186","96","96","96"
"25206.315337514","99","99","99"
"25216.85493701","60","60","60"
"25221.312522564","79","79","79"
"25231.854738379","99","99","99"
"25236.313680823","70","70","70"
"25246.856571861","60","60","60"
"25251.312911084","96","96","96"
"25261.856005528","94","94","94"
"25266.313261722","99","99","99"
"25276.855303895","97","97","97"
"25281.31238371","94","94","94"
"25291.856272548","74","74","74"
"25296.314083424","63","63","63"
"25306.855924416","70","70","70"
"25311.312994148","97","97","97"
"25321.855874019","99","99","99"
"25326.312175342","99","99","99"
"25336.854886944","96","96","96"
"25341.313103409","99","99","99"
"25351.855245926","60","60","60"
"25356.312517978","99","99","99"
"25366.85502153","99","99","99"
"25371.312229495","97","97","97"
"25381.855842967","65","65","65"
"25386.313552618","99","99","99"
"25396.855169709","99","99","99"
"25401.314461134","64","64","64"
"25411.8557144","74","74","74"
"25416.312129262","97","97","97"
"25426.854836105","97","97","97"
"25431.313163582","99","99","99"
"25441.85620249","61","61","61"
"25446.313022059","62","62","62"
"25456.855479465","96","96","96"
"25461.312382947","96","96","96"
"25471.855747196","97","97","97"
"25476.312074005","99","99","99"
"25486.855730914","97","97","97"
"25491.312790776","64","64","64"
"25501.85529825","63","63","63"
"25506.311782353","98","98","98"
"25516.854211981","97","97","97"
"25521.312762922","97","97","97"
"25531.855769371","90","90","90"
"25536.313071416","99","99","99"
"25546.857072206","96","96","96"
"25551.312840121","83","83","83"
"25561.855628792","58","58","58"
"25566.311691013","99","99","99"
"25576.85596588","97","97","97"
"25581.31269876","97","97","97"
"25591.855623615","87","87","87"
"25596.313794862","99","99","99"
"25606.854499578","97","97","97"
"25611.312283856","61","61","61"
"25621.856865071","99","99","99"
"25626.312608138","99","99","99"
"25636.855675706","65","65","65"
"25641.313438153","81","81","81"
"25651.855860417","96","96","96"
"25656.311663803","73","73","73"
"25666.854835035","65","65","65"
"25671.313004224","64","64","64"
"25681.856443944","98","98","98"
"25686.313026787","97","97","97"
"25696.855127211","64","64","64"
"25701.312600472","97","97","97"
"25711.856029628","99","99","99"
"25716.312924381","99","99","99"
"25726.854881474","99","99","99"
"25731.312869176","62","62","62"
"25741.855975022","88","88","88"
"25746.312416411","97","97","97"
"25756.854654089","61","61","61"
"25761.313084195","99","99","99"
"25771.85509277","99","99","99"
"25776.311752064","76","76","76"
"25786.856288221","60","60","60"
"25791.313050796","99","99","99"
"25801.856788017","99","99","99"
"25806.312997235","78","78","78"
"25816.856715908","56","56","56"
"25821.312882172","97","97","97"
"25831.856321147","97","97","97"
"25836.313192122","99","99","99"
"25846.855353179","61","61","61"
"25851.311582375","64","64","64"
"25861.854488887","97","97","97"
"25866.313617657","66","66","66"
"25876.855248039","64","64","64"
"25881.313749617","97","97","97"
"25891.855475456","61","61","61"
"25896.31425647","99","99","99"
"25906.854584875","98","98","98"
"25911.311604235","63","63","63"
"25921.857316846","78","78","78"
"25926.312638277","97","97","97"
"25936.856027593","99","99","99"
"25941.312041458","99","99","99"
"25951.855394911","89","89","89"
"25956.312388364","83","83","83"
"25966.855856595","96","96","96"
"25971.313934155","80","80","80"
"25981.855542142","63","63","63"
"25986.312817674","97","97","97"
"25996.856284056","97","97","97"
"26001.313017023","97","97","97"
"26011.854691219","60","60","60"
"26016.312149418","99","99","99"
"26026.855245256","99","99","99"
"26031.312602353","63","63","63"
"26041.854596137","75","75","75"
"26046.312118957","95","95","95"
"26056.855432417","99","99","99"
"26061.313473535","64","64","64"
"26071.854108796","87","87","87"
"26076.313140811","96","96","96"
"26086.85557573","99","99","99"
"26091.313324649","96","96","96"
"26101.854062868","66","66","66"
"26106.315023873","99","99","99"
"26116.855807655","99","99","99"
"26121.315524919","67","67","67"
"26131.855676097","97","97","97"
"26136.31199798","98","98","98"
"26146.854551906","90","90","90"
"26151.313319759","99","99","99"
"26161.854939558","73","73","73"
"26166.312003003","87","87","87"
"26176.855934487","97","97","97"
"26181.31344946","95","95","95"
"26191.855645987","95","95","95"
"26196.313003811","97","97","97"
"26206.855045347","59","59","59"
"26211.312770464","59","59","59"
"26221.854987459","99","99","99"
"26226.312410956","99","99","99"
"26236.855814562","96","96","96"
"26241.31319735","97","97","97"
"26251.856326904","60","60","60"
"26256.31361717","99","99","99"
"26266.855495274","94","94","94"
"26271.312219167","61","61","61"
"26281.855388994","69","69","69"
"26286.312713699","94","94","94"
"26296.856121153","97","97","97"
"26301.312482094","99","99","99"
"26311.855644568","60","60","60"
"26316.312287536","99","99","99"
"26326.854315708","70","70","70"
"26331.312199708","79","79","79"
"26341.855091605","99","99","99"
"26346.312745804","80","80","80"
"26356.858713464","97","97","97"
"26361.313710278","97","97","97"
"26371.854781289","79","79","79"
"26376.312988433","99","99","99"
"26386.855716799","96","96","96"
"26391.31290097","63","63","63"
"26401.855830963","97","97","97"
"26406.312841484","97","97","97"
"26416.855446011","60","60","60"
"26421.312620829","99","99","99"
"26431.859883727","97","97","97"
"26436.312489489","99","99","99"
"26446.857064331","69","69","69"
"26451.312862209","62","62","62"
"26461.855321433","97","97","97"
"26466.313187156","99","99","99"
"26476.858637114","60","60","60"
"26481.312343039","75","75","75"
"26491.854808569","86","86","86"
"26496.313116215","83","83","83"
"26506.856478522","96","96","96"
"26511.313691837","96","96","96"
"26521.855527381","61","61","61"
"26526.312204952","97","97","97"
"26536.855720399","97","97","97"
"26541.312695653","97","97","97"
"26551.8565814","99","99","99"
"26556.312216596","84","84","84"
"26566.856964609","68","68","68"
"26571.313246232","59","59","59"
"26581.856375919","52","52","52"
"26586.31213478","69","69","69"
"26596.85624399","97","97","97"
"26601.313064613","97","97","97"
"26611.855802412","99","99","99"
"26616.312601158","99","99","99"
"26626.856483821","65","65","65"
"26631.312124266","99","99","99"
"26641.855518526","99","99","99"
"26646.312259153","62","62","62"
"26656.854733853","73","73","73"
"26661.312984184","97","97","97"
"26671.855275001","97","97","97"
"26676.312893592","89","89","89"
"26686.855158087","59","59","59"
"26691.312759314","63","63","63"
"26701.854660111","97","97","97"
"26706.313042378","64","64","64"
"26716.854466897","86","86","86"
"26721.315136737","97","97","97"
"26731.855436853","97","97","97"
"26736.31517484","99","99","99"
"26746.855494911","97","97","97"
"26751.313440768","64","64","64"
"26761.856040122","60","60","60"
"26766.314095816","91","91","91"
"26776.85408019","97","97","97"
"26781.311570327","97","97","97"
"26791.856787733","99","99","99"
"26796.314863814","99","99","99"
"26806.856678958","90","90","90"
"26811.313784856","61","61","61"
"26821.854767483","99","99","99"
"26826.313769905","97","97","97"
"26836.855602082","82","82","82"
"26841.312805629","99","99","99"
"26851.854964225","99","99","99"
"26856.312646971","79","79","79"
"26866.856103789","90","90","90"
"26871.312545911","97","97","97"
"26881.856077291","99","99","99"
"26886.312507457","98","98","98"
"26896.854327252","62","62","62"
"26901.313844753","58","58","58"
"26911.855527267","99","99","99"
"26916.312900091","97","97","97"
"26926.85552779","70","70","70"
"26931.312538061","87","87","87"
"26941.856526443","99","99","99"
"26946.311732336","67","67","67"
"26956.855187018","58","58","58"
"26961.313212437","97","97","97"
"26971.856201525","97","97","97"
"26976.312643917","99","99","99"
"26986.855407466","95","95","95"
"26991.311998246","70","70","70"
"27001.856757983","72","72","72"
"27006.312470051","97","97","97"
"27016.855460011","65","65","65"
"27021.312308905","99","99","99"
"27031.855233501","99","99","99"
"27036.312449381","76","76","76"
"27046.855632135","97","97","97"
"27051.313170889","67","67","67"
"27061.854842645","60","60","60"
"27066.312370978","77","77","77"
"27076.855550261","97","97","97"
"27081.31334221","79","79","79"
"27091.855399403","68","68","68"
"27096.313339471","97","97","97"
"27106.855515404","99","99","99"
"27111.312248638","94","94","94"
"27121.856274141","99","99","99"
"27126.312895808","76","76","76"
"27136.855828286","99","99","99"
"27141.312792144","98","98","98"
"27151.855899757","97","97","97"
"27156.313809832","99","99","99"
"27166.853949007","70","70","70"
"27171.312126931","62","62","62"
"27181.854747916","59","59","59"
"27186.312539137","96","96","96"
"27196.856041967","99","99","99"
"27201.31325729","99","99","99"
"27211.855647535","79","79","79"
"27216.313085209","98","98","98"
"27226.85565847","99","99","99"
"27231.312617688","63","63","63"
"27241.856854374","98","98","98"
"27246.313914459","97","97","97"
"27256.856425712","99","99","99"
"27261.313235806","99","99","99"
"27271.856923202","60","60","60"
"27276.312648845","98","98","98"
"27286.855980959","97","97","97"
"27291.313412934","79","79","79"
"27301.855476747","60","60","60"
"27306.312321759","97","97","97"
"27316.856464456","97","97","97"
"27321.312740228","83","83","83"
"27331.85540314","66","66","66"
"27336.311881884","96","96","96"
"27346.854604038","99","99","99"
"27351.312177939","75","75","75"
"27361.855059684","96","96","96"
"27366.313408666","79","79","79"
"27376.854248336","99","99","99"
"27381.31251839","97","97","97"
"27391.855562259","99","99","99"
"27396.312711197","99","99","99"
"27406.854392026","99","99","99"
"27411.31291354","64","64","64"
"27421.85802426","97","97","97"
"27426.313592733","96","96","96"
"27436.855651224","97","97","97"
"27441.31303687","95","95","95"
"27451.85748448","86","86","86"
"27456.312152659","97","97","97"
"27466.855653244","99","99","99"
"27471.313503089","97","97","97"
"27481.855710002","99","99","99"
"27486.311806429","93","93","93"
"27496.858209878","90","90","90"
"27501.313194912","99","99","99"
"27511.855191935","99","99","99"
"27516.313875871","99","99","99"
"27526.855845033","63","63","63"
"27531.313236737","61","61","61"
"27541.855909186","97","97","97"
"27546.314508992","97","97","97"
"27556.855784033","59","59","59"
"27561.312122794","97","97","97"
"27571.855348279","97","97","97"
"27576.312351356","99","99","99"
"27586.855565817","88","88","88"
"27591.313291187","77","77","77"
"27601.85794406","58","58","58"
"27606.312684718","96","96","96"
"27616.858559688","96","96","96"
"27621.312947956","99","99","99"
"27631.855199472","80","80","80"
"27636.31258376","63","63","63"
"27646.856913856","97","97","97"
"27651.313517758","98","98","98"
"27661.855099202","64","64","64"
"27666.313211216","99","99","99"
"27676.855664129","96","96","96"
"27681.313131901","63","63","63"
"27691.854798496","99","99","99"
"27696.313642561","98","98","98"
"27706.856893025","87","87","87"
"27711.312033793","97","97","97"
"27721.856863261","98","98","98"
"27726.312754023","99","99","99"
"27736.854456762","99","99","99"
"27741.312061765","97","97","97"
"27751.855206524","84","84","84"
"27756.31343724","94","94","94"
"27766.854881736","59","59","59"
"27771.312129734","93","93","93"
"27781.85767656","97","97","97"
"27786.311379518","97","97","97"
"27796.857588051","63","63","63"
"27801.312551515","99","99","99"
"27811.855739109","97","97","97"
"27816.313404975","63","63","63"
"27826.856926786","95","95","95"
"27831.312397398","97","97","97"
"27841.855301245","97","97","97"
"27846.313289333","99","99","99"
"27856.856357083","97","97","97"
"27861.313734559","58","58","58"
"27871.855283142","76","76","76"
"27876.313137022","97","97","97"
"27886.854793267","97","97","97"
"27891.312772487","94","94","94"
"27901.855236728","63","63","63"
"27906.313606278","72","72","72"
"27916.854814432","99","99","99"
"27921.313145155","98","98","98"
"27931.854400489","96","96","96"
"27936.313167312","99","99","99"
"27946.854812322","91","91","91"
"27951.313188728","63","63","63"
"27961.858192673","97","97","97"
"27966.313138466","93","93","93"
"27976.855296995","90","90","90"
"27981.31258525","99","99","99"
"27991.855676079","97","97","97"
"27996.312597893","64","64","64"
"28006.854917056","91","91","91"
"28011.312995955","67","67","67"
"28021.855777602","89","89","89"
"28026.313056185","77","77","77"
"28036.855933211","97","97","97"
"28041.312737578","97","97","97"
"28051.856386378","96","96","96"
"28056.313273339","99","99","99"
"28066.856051194","97","97","97"
"28071.312219184","69","69","69"
"28081.855504015","97","97","97"
"28086.313479013","97","97","97"
"28096.855374751","97","97","97"
"28101.311998038","97","97","97"
"28111.855893315","67","67","67"
"28116.313272517","87","87","87"
"28126.854927772","96","96","96"
"28131.313434435","61","61","61"
"28141.854788283","97","97","97"
"28146.312897299","99","99","99"
"28156.855300331","85","85","85"
"28161.311486244","97","97","97"
"28171.855615726","93","93","93"
"28176.313083315","98","98","98"
"28186.854861901","97","97","97"
"28191.31301874","99","99","99"
"28201.855048574","59","59","59"
"28206.312628729","81","81","81"
"28216.855317605","97","97","97"
"28221.313078102","61","61","61"
"28231.855224667","60","60","60"
"28236.312328652","98","98","98"
"28246.855522247","99","99","99"
"28251.313194433","99","99","99"
"28261.855747696","93","93","93"
"28266.313078954","99","99","99"
"28276.854614456","99","99","99"
"28281.312673191","99","99","99"
"28291.85603621","87","87","87"
"28296.311779407","97","97","97"
"28306.854293345","96","96","96"
"28311.312868093","99","99","99"
"28321.854683507","59","59","59"
"28326.313038306","66","66","66"
"28336.85604907","97","97","97"
"28341.313269653","99","99","99"
"28351.855745649","61","61","61"
"28356.31322679","79","79","79"
"28366.855602628","99","99","99"
"28371.313123351","61","61","61"
"28381.855769642","60","60","60"
"28386.313473183","97","97","97"
"28396.855255933","99","99","99"
"28401.312357586","99","99","99"
"28411.854617778","60","60","60"
"28416.312271359","89","89","89"
"28426.855768906","99","99","99"
"28431.313005369","90","90","90"
"28441.854398659","91","91","91"
"28446.312455618","99","99","99"
"28456.855167646","97","97","97"
"28461.312429864","68","68","68"
"28471.85528551","60","60","60"
"28476.313559922","82","82","82"
"28486.855478088","97","97","97"
"28491.311693024","97","97","97"
"28501.855964938","77","77","77"
"28506.312891732","97","97","97"
"28516.855426277","97","97","97"
"28521.313620114","99","99","99"
"28531.855449528","60","60","60"
"28536.313470606","62","62","62"
"28546.854480967","99","99","99"
"28551.311875778","75","75","75"
"28561.854098177","94","94","94"
"28566.313852523","73","73","73"
"28576.856320372","99","99","99"
"28581.313806874","99","99","99"
"28591.855106613","71","71","71"
"28596.311456488","99","99","99"
"28606.855994504","99","99","99"
"28611.312670385","99","99","99"
"28621.855651568","82","82","82"
"28626.312684687","72","72","72"
"28636.856100556","99","99","99"
"28641.313677538","97","97","97"
"28651.855041214","60","60","60"
"28656.313076647","97","97","97"
"28666.855324283","98","98","98"
"28671.313188851","84","84","84"
"28681.856301143","60","60","60"
"28686.3122805","67","67","67"
"28696.854605311","99","99","99"
"28701.312131972","98","98","98"
"28711.855903951","98","98","98"
"28716.312708859","97","97","97"
"28726.854399549","96","96","96"
"28731.313116856","96","96","96"
"28741.854619692","88","88","88"
"28746.312911593","66","66","66"
"28756.856117163","97","97","97"
"28761.31245377","99","99","99"
"28771.855059055","41","41","41"
"28776.313019733","71","71","71"
"28786.855732493","99","99","99"
"28791.313121973","97","97","97"
"28801.855476558","62","62","62"
"28806.311982984","99","99","99"
"28816.855481197","96","96","96"
"28821.313235586","83","83","83"
"28831.855023766","59","59","59"
"28836.313255355","59","59","59"
"28846.855827155","97","97","97"
"28851.311856307","98","98","98"
"28861.85547088","73","73","73"
"28866.313334939","97","97","97"
"28876.855497622","67","67","67"
"28881.313069807","99","99","99"
"28891.855635224","99","99","99"
"28896.312839821","63","63","63"
"28906.855971139","61","61","61"
"28911.311385359","98","98","98"
"28921.85585801","99","99","99"
"28926.313851567","97","97","97"
"28936.855051727","60","60","60"
"28941.313587477","95","95","95"
"28951.856067688","97","97","97"
"28956.313229469","70","70","70"
"28966.855234631","61","61","61"
"28971.312612514","97","97","97"
"28981.855282722","99","99","99"
"28986.313134632","99","99","99"
"28996.855043842","82","82","82"
"29001.313573954","68","68","68"
"29011.85500094","97","97","97"
"29016.312876189","99","99","99"
"29026.855996295","93","93","93"
"29031.311977936","77","77","77"
"29041.854468673","97","97","97"
"29046.311965541","99","99","99"
"29056.856537075","99","99","99"
"29061.313385033","94","94","94"
"29071.855124405","90","90","90"
"29076.312120253","62","62","62"
"29086.854435392","99","99","99"
"29091.312905999","97","97","97"
"29101.855063165","61","61","61"
"29106.313116461","99","99","99"
"29116.856039616","89","89","89"
"29121.313532752","81","81","81"
"29131.855200603","99","99","99"
"29136.312983684","73","73","73"
"29146.854927958","99","99","99"
"29151.312490775","97","97","97"
"29161.855886966","97","97","97"
"29166.313227817","99","99","99"
"29176.855632914","99","99","99"
"29181.312996729","97","97","97"
"29191.857495539","99","99","99"
"29196.313818037","99","99","99"
"29206.855079046","89","89","89"
"29211.31224916","99","99","99"
"29221.855009371","67","67","67"
"29226.313138741","61","61","61"
"29236.855405695","59","59","59"
"29241.312139689","97","97","97"
"29251.856521864","97","97","97"
"29256.312402595","97","97","97"
"29266.855116938","97","97","97"
"29271.313703493","82","82","82"
"29281.8552041","97","97","97"
"29286.311762388","99","99","99"
"29296.855565181","99","99","99"
