"Relative Time (Process)","final_final-v0 - system/gpu.0.gpu","final_final-v0 - system/gpu.0.gpu__MIN","final_final-v0 - system/gpu.0.gpu__MAX"
"29301.313257392","97","97","97"
"29311.855400418","97","97","97"
"29316.313570853","99","99","99"
"29326.856266761","99","99","99"
"29331.313133915","61","61","61"
"29341.856948554","99","99","99"
"29346.311691444","91","91","91"
"29356.855699445","61","61","61"
"29361.311747032","99","99","99"
"29371.855426739","80","80","80"
"29376.312757846","84","84","84"
"29386.855528932","97","97","97"
"29391.311655038","75","75","75"
"29401.855205722","99","99","99"
"29406.313212005","97","97","97"
"29416.856073957","92","92","92"
"29421.312481398","99","99","99"
"29431.855726109","63","63","63"
"29436.315619517","67","67","67"
"29446.855771529","96","96","96"
"29451.313144031","97","97","97"
"29461.855062083","97","97","97"
"29466.314150632","99","99","99"
"29476.85651039","99","99","99"
"29481.31207803","75","75","75"
"29491.855130701","63","63","63"
"29496.313500298","99","99","99"
"29506.853974351","59","59","59"
"29511.312385333","98","98","98"
"29521.854924737","87","87","87"
"29526.313144469","70","70","70"
"29536.855250499","97","97","97"
"29541.315187549","67","67","67"
"29551.855435481","99","99","99"
"29556.312946076","96","96","96"
"29566.856005402","97","97","97"
"29571.312017124","83","83","83"
"29581.854924667","64","64","64"
"29586.31244875","69","69","69"
"29596.856166971","83","83","83"
"29601.312675289","99","99","99"
"29611.854978418","97","97","97"
"29616.313239435","71","71","71"
"29626.854489289","78","78","78"
"29631.313142402","78","78","78"
"29641.854607351","63","63","63"
"29646.312243266","97","97","97"
"29656.856123414","97","97","97"
"29661.312204613","97","97","97"
"29671.854968644","99","99","99"
"29676.313357003","62","62","62"
"29686.854944998","99","99","99"
"29691.312826565","99","99","99"
"29701.855410041","63","63","63"
"29706.312321999","99","99","99"
"29716.855739741","97","97","97"
"29721.31296161","63","63","63"
"29731.854468747","63","63","63"
"29736.312498621","98","98","98"
"29746.854879412","79","79","79"
"29751.314288691","97","97","97"
"29761.85505557","97","97","97"
"29766.314655793","99","99","99"
"29776.855658498","99","99","99"
"29781.31212346","83","83","83"
"29791.854566367","98","98","98"
"29796.312204357","75","75","75"
"29806.854693437","61","61","61"
"29811.313262935","98","98","98"
"29821.856008899","73","73","73"
"29826.313034784","99","99","99"
"29836.855785099","97","97","97"
"29841.312894282","70","70","70"
"29851.855035181","96","96","96"
"29856.312307567","99","99","99"
"29866.854711259","99","99","99"
"29871.314928674","62","62","62"
"29881.854888778","65","65","65"
"29886.312474342","94","94","94"
"29896.855254835","97","97","97"
"29901.31314175","97","97","97"
"29911.85554821","97","97","97"
"29916.312301514","99","99","99"
"29926.85663694","99","99","99"
"29931.312294687","69","69","69"
"29941.855091546","74","74","74"
"29946.313044809","98","98","98"
"29956.855800393","73","73","73"
"29961.314027166","98","98","98"
"29971.855430104","97","97","97"
"29976.311796091","99","99","99"
"29986.855594129","63","63","63"
"29991.313122144","83","83","83"
"30001.857092345","97","97","97"
"30006.313610974","63","63","63"
"30016.856386543","97","97","97"
"30021.312332702","97","97","97"
"30031.856422331","98","98","98"
"30036.312497513","67","67","67"
"30046.855753986","97","97","97"
"30051.31235777","97","97","97"
"30061.854400718","99","99","99"
"30066.314007","99","99","99"
"30076.85533918","67","67","67"
"30081.312663825","99","99","99"
"30091.855479667","71","71","71"
"30096.312418526","95","95","95"
"30106.855793464","98","98","98"
"30111.313255569","77","77","77"
"30121.855351597","97","97","97"
"30126.312973975","70","70","70"
"30136.855835799","99","99","99"
"30141.313164161","97","97","97"
"30151.855823011","99","99","99"
"30156.312817927","95","95","95"
"30166.85500473","97","97","97"
"30171.313381331","99","99","99"
"30181.855053273","99","99","99"
"30186.31238776","99","99","99"
"30196.854975196","99","99","99"
"30201.313249527","97","97","97"
"30211.855605995","65","65","65"
"30216.312740584","56","56","56"
"30226.856678325","81","81","81"
"30231.312520537","68","68","68"
"30241.856099682","97","97","97"
"30246.312237976","64","64","64"
"30256.855199088","97","97","97"
"30261.313215129","79","79","79"
"30271.85598733","99","99","99"
"30276.31287688","95","95","95"
"30286.855808932","65","65","65"
"30291.313500592","99","99","99"
"30301.856128064","92","92","92"
"30306.312602063","78","78","78"
"30316.855113269","96","96","96"
"30321.312910083","66","66","66"
"30331.85513111","99","99","99"
"30336.31270165","88","88","88"
"30346.854532134","99","99","99"
"30351.312489033","97","97","97"
"30361.855522148","62","62","62"
"30366.311585528","99","99","99"
"30376.855488727","98","98","98"
"30381.31196776","97","97","97"
"30391.856121612","97","97","97"
"30396.311903501","97","97","97"
"30406.854730613","99","99","99"
"30411.313192052","99","99","99"
"30421.855828885","97","97","97"
"30426.312426287","99","99","99"
"30436.854816745","99","99","99"
"30441.312621882","99","99","99"
"30451.857149998","62","62","62"
"30456.313571689","78","78","78"
"30466.855814055","97","97","97"
"30471.311814793","97","97","97"
"30481.856675974","99","99","99"
"30486.312219971","98","98","98"
"30496.854830786","92","92","92"
"30501.31327456","97","97","97"
"30511.854924184","59","59","59"
"30516.314722573","95","95","95"
"30526.857934559","97","97","97"
"30531.312475544","86","86","86"
"30541.855389638","99","99","99"
"30546.314457727","63","63","63"
"30556.855954982","72","72","72"
"30561.315014846","90","90","90"
"30571.855415356","63","63","63"
"30576.312419661","95","95","95"
"30586.8551329","91","91","91"
"30591.312135257","98","98","98"
"30601.855858523","71","71","71"
"30606.313455937","97","97","97"
"30616.856048673","97","97","97"
"30621.313477518","99","99","99"
"30631.858122319","97","97","97"
"30636.312134251","99","99","99"
"30646.855142624","77","77","77"
"30651.31323785","81","81","81"
"30661.855846638","60","60","60"
"30666.313148635","64","64","64"
"30676.856259052","97","97","97"
"30681.31253707","93","93","93"
"30691.857647697","97","97","97"
"30696.311917859","97","97","97"
"30706.855775133","99","99","99"
"30711.314028649","70","70","70"
"30721.856216019","72","72","72"
"30726.312453293","60","60","60"
"30736.85555381","64","64","64"
"30741.312923587","99","99","99"
"30751.855301786","96","96","96"
"30756.313137088","97","97","97"
"30766.857568793","96","96","96"
"30771.312424107","97","97","97"
"30781.857510858","71","71","71"
"30786.312471016","97","97","97"
"30796.856658466","61","61","61"
"30801.311975487","99","99","99"
"30811.85606843","97","97","97"
"30816.313058142","99","99","99"
"30826.856626759","97","97","97"
"30831.312244355","63","63","63"
"30841.855192218","99","99","99"
"30846.313490383","80","80","80"
"30856.857412008","96","96","96"
"30861.312840801","99","99","99"
"30871.858627724","99","99","99"
"30876.312549915","83","83","83"
"30886.857083275","86","86","86"
"30891.313564655","65","65","65"
"30901.857330243","61","61","61"
"30906.313235621","82","82","82"
"30916.855711435","63","63","63"
"30921.312159196","97","97","97"
"30931.857368654","99","99","99"
"30936.312212419","98","98","98"
"30946.855431717","96","96","96"
"30951.312737583","97","97","97"
"30961.854766166","99","99","99"
"30966.313329946","99","99","99"
"30976.855007231","79","79","79"
"30981.313582983","64","64","64"
"30991.854883857","65","65","65"
"30996.314371172","64","64","64"
"31006.855638904","89","89","89"
"31011.312522276","90","90","90"
"31021.858320283","63","63","63"
"31026.312011746","97","97","97"
"31036.855411695","65","65","65"
"31041.311755937","98","98","98"
"31051.854892344","97","97","97"
"31056.313383198","99","99","99"
"31066.854598398","97","97","97"
"31071.31281899","99","99","99"
"31081.857128553","99","99","99"
"31086.312238429","84","84","84"
"31096.857697087","64","64","64"
"31101.312612864","94","94","94"
"31111.854619343","98","98","98"
"31116.313023419","64","64","64"
"31126.854770288","97","97","97"
"31131.313666403","99","99","99"
"31141.857063559","99","99","99"
"31146.313661094","96","96","96"
"31156.856341196","63","63","63"
"31161.312540599","63","63","63"
"31171.858182136","71","71","71"
"31176.312327161","68","68","68"
"31186.854831872","97","97","97"
"31191.31224511","99","99","99"
"31201.854707409","97","97","97"
"31206.312479845","97","97","97"
"31216.855685003","99","99","99"
"31221.313045155","99","99","99"
"31231.855563287","59","59","59"
"31236.312674117","99","99","99"
"31246.85520668","90","90","90"
"31251.313131283","84","84","84"
"31261.857059954","87","87","87"
"31266.313175355","64","64","64"
"31276.855143913","62","62","62"
"31281.312793884","64","64","64"
"31291.856508982","99","99","99"
"31296.312953573","82","82","82"
"31306.854776117","96","96","96"
"31311.314448033","99","99","99"
"31321.854785253","99","99","99"
"31326.313389098","99","99","99"
"31336.855444699","63","63","63"
"31341.312632889","85","85","85"
"31351.855529625","97","97","97"
"31356.313155574","62","62","62"
"31366.854745915","97","97","97"
"31371.311976448","96","96","96"
"31381.8555143","99","99","99"
"31386.313752885","81","81","81"
"31396.855320917","63","63","63"
"31401.312080113","65","65","65"
"31411.855581893","99","99","99"
"31416.312898084","88","88","88"
"31426.855063346","83","83","83"
"31431.312939881","93","93","93"
"31441.855477934","78","78","78"
"31446.313470715","98","98","98"
"31456.856362654","97","97","97"
"31461.31301543","97","97","97"
"31471.854334537","97","97","97"
"31476.312805207","97","97","97"
"31486.855751766","99","99","99"
"31491.312086283","99","99","99"
"31501.855851176","70","70","70"
"31506.313005078","69","69","69"
"31516.854582015","90","90","90"
"31521.312893935","59","59","59"
"31531.855400931","98","98","98"
"31536.312956126","82","82","82"
"31546.854614122","97","97","97"
"31551.313429561","98","98","98"
"31561.855101574","99","99","99"
"31566.312547479","64","64","64"
"31576.854210484","82","82","82"
"31581.312579932","72","72","72"
"31591.855462352","63","63","63"
"31596.313074059","97","97","97"
"31606.854126391","96","96","96"
"31611.312253525","99","99","99"
"31621.855235171","99","99","99"
"31626.312736089","97","97","97"
"31636.855914637","99","99","99"
"31641.312335884","97","97","97"
"31651.856177436","58","58","58"
"31656.313084431","99","99","99"
"31666.855538325","97","97","97"
"31671.314763251","89","89","89"
"31681.855105331","57","57","57"
"31686.311894543","73","73","73"
"31696.855096263","88","88","88"
"31701.312976592","99","99","99"
"31711.854582239","97","97","97"
"31716.312915503","96","96","96"
"31726.854232748","97","97","97"
"31731.311995725","64","64","64"
"31741.855425655","99","99","99"
"31746.312655561","97","97","97"
"31756.855459636","72","72","72"
"31761.312621987","97","97","97"
"31771.855701976","61","61","61"
"31776.312907534","57","57","57"
"31786.854929712","96","96","96"
"31791.312478708","99","99","99"
"31801.855690345","99","99","99"
"31806.312187125","99","99","99"
"31816.85529335","99","99","99"
"31821.312707177","84","84","84"
"31831.85581926","66","66","66"
"31836.312878405","64","64","64"
"31846.855324162","99","99","99"
"31851.311332103","64","64","64"
"31861.855033283","94","94","94"
"31866.313129795","73","73","73"
"31876.855246049","99","99","99"
"31881.312680995","98","98","98"
"31891.855824773","67","67","67"
"31896.313070614","98","98","98"
"31906.855677425","61","61","61"
"31911.312627036","99","99","99"
"31921.85483895","97","97","97"
"31926.312683332","81","81","81"
"31936.85585426","99","99","99"
"31941.312031182","76","76","76"
"31951.856081259","86","86","86"
"31956.312862948","66","66","66"
"31966.854566003","92","92","92"
"31971.31214569","95","95","95"
"31981.855872363","97","97","97"
"31986.313752906","85","85","85"
"31996.855082709","99","99","99"
"32001.311881148","61","61","61"
"32011.855729638","96","96","96"
"32016.311855908","97","97","97"
"32026.854824744","64","64","64"
"32031.312661839","99","99","99"
"32041.855827785","64","64","64"
"32046.313906806","68","68","68"
"32056.855378495","97","97","97"
"32061.313620561","95","95","95"
"32071.85539287","97","97","97"
"32076.313772497","98","98","98"
"32086.855257966","99","99","99"
"32091.313198986","99","99","99"
"32101.855774277","99","99","99"
"32106.311467471","63","63","63"
"32116.855388196","97","97","97"
"32121.314268526","97","97","97"
"32131.855821281","97","97","97"
"32136.312530983","98","98","98"
"32146.854962552","97","97","97"
"32151.312545429","97","97","97"
"32161.855923351","99","99","99"
"32166.314150402","99","99","99"
"32176.855467083","77","77","77"
"32181.313323527","89","89","89"
"32191.854577631","62","62","62"
"32196.313221213","72","72","72"
"32206.854802902","82","82","82"
"32211.31227819","96","96","96"
"32221.855811887","97","97","97"
"32226.3126611","99","99","99"
"32236.855290489","97","97","97"
"32241.311963606","62","62","62"
"32251.856123052","99","99","99"
"32256.312692331","85","85","85"
"32266.855958069","73","73","73"
"32271.311657836","97","97","97"
"32281.855414765","97","97","97"
"32286.312936598","95","95","95"
"32296.85570392","99","99","99"
"32301.312932562","99","99","99"
"32311.855060075","99","99","99"
"32316.312115769","99","99","99"
"32326.855353376","94","94","94"
"32331.312848376","63","63","63"
"32341.855558026","62","62","62"
"32346.313121196","96","96","96"
"32356.855399683","92","92","92"
"32361.312281463","99","99","99"
"32371.854886778","73","73","73"
"32376.312235746","88","88","88"
"32386.855746388","97","97","97"
"32391.312184429","68","68","68"
"32401.855018988","99","99","99"
"32406.312343664","99","99","99"
"32416.854637533","97","97","97"
"32421.313202379","79","79","79"
"32431.855253367","97","97","97"
"32436.313196001","99","99","99"
"32446.855197008","99","99","99"
"32451.312655915","97","97","97"
"32461.855475319","99","99","99"
"32466.313247252","99","99","99"
"32476.855420813","99","99","99"
"32481.312313925","65","65","65"
"32491.854893834","99","99","99"
"32496.313902947","99","99","99"
"32506.856135281","99","99","99"
"32511.313278074","97","97","97"
"32521.855493055","78","78","78"
"32526.313085345","77","77","77"
"32536.85480575","97","97","97"
"32541.312912009","97","97","97"
"32551.855791183","97","97","97"
"32556.312149978","97","97","97"
"32566.856460829","97","97","97"
"32571.31366145","99","99","99"
"32581.854805769","99","99","99"
"32586.312223773","97","97","97"
"32596.855162787","99","99","99"
"32601.312303496","99","99","99"
