"Relative Time (Process)","onFlashIPA_v0 - system/gpu.0.gpu","onFlashIPA_v0 - system/gpu.0.gpu__MIN","onFlashIPA_v0 - system/gpu.0.gpu__MAX"
"27526.938298805","14","14","14"
"27541.938733971","13","13","13"
"27556.9390083","15","15","15"
"27571.938634066","14","14","14"
"27586.938128994","15","15","15"
"27601.938517109","14","14","14"
"27616.938987477","13","13","13"
"27631.938352185","14","14","14"
"27646.93878993","16","16","16"
"27661.938954033","14","14","14"
"27676.938763476","14","14","14"
"27691.938584377","16","16","16"
"27706.938411507","17","17","17"
"27721.938332034","14","14","14"
"27736.938208243","14","14","14"
"27751.938092216","15","15","15"
"27766.938373227","10","10","10"
"27781.937980501","14","14","14"
"27796.938094328","15","15","15"
"27811.938206084","13","13","13"
"27826.938528994","14","14","14"
"27841.938639411","14","14","14"
"27856.938618398","13","13","13"
"27871.938206941","17","17","17"
"27886.938502939","15","15","15"
"27901.937931338","14","14","14"
"27916.938871733","15","15","15"
"27931.93821607","15","15","15"
"27946.938113263","14","14","14"
"27961.938103805","15","15","15"
"27976.938509465","14","14","14"
"27991.937946305","13","13","13"
"28006.938022602","13","13","13"
"28021.93873994","13","13","13"
"28036.938638397","14","14","14"
"28051.93888091","14","14","14"
"28066.938190446","15","15","15"
"28081.937943573","15","15","15"
"28096.937901981","14","14","14"
"28111.938207958","14","14","14"
"28126.938262565","16","16","16"
"28141.938549138","14","14","14"
"28156.938772206","14","14","14"
"28171.937878295","14","14","14"
"28186.938573087","17","17","17"
"28201.938766268","15","15","15"
"28216.938645156","17","17","17"
"28231.938064246","13","13","13"
"28246.93783048","15","15","15"
"28261.938117503","17","17","17"
"28276.938233679","13","13","13"
"28291.93842177","16","16","16"
"28306.938354616","14","14","14"
"28321.93833054","12","12","12"
"28336.9380944","15","15","15"
"28351.938408555","15","15","15"
"28366.938703944","14","14","14"
"28381.93865851","13","13","13"
"28396.938866899","15","15","15"
"28411.93861929","13","13","13"
"28426.938173021","15","15","15"
"28441.938352963","14","14","14"
"28456.938281268","15","15","15"
"28471.938053064","14","14","14"
"28486.938080509","14","14","14"
"28501.938042972","15","15","15"
"28516.938681664","15","15","15"
"28531.93805991","15","15","15"
"28546.938232845","13","13","13"
"28561.938433989","15","15","15"
"28576.938049406","13","13","13"
"28591.937827206","13","13","13"
"28606.938140645","13","13","13"
"28621.93852944","14","14","14"
"28636.938871925","15","15","15"
"28651.937826894","13","13","13"
"28666.938253036","15","15","15"
"28681.938572466","14","14","14"
"28696.937718709","13","13","13"
"28711.938045568","16","16","16"
"28726.938030463","14","14","14"
"28741.938804441","14","14","14"
"28756.938691627","16","16","16"
"28771.938440801","15","15","15"
"28786.938114158","15","15","15"
"28801.938655037","15","15","15"
"28816.93808839","14","14","14"
"28831.938606143","14","14","14"
"28846.938425179","15","15","15"
"28861.937976857","14","14","14"
"28876.937856765","14","14","14"
"28891.938246579","15","15","15"
"28906.937947942","15","15","15"
"28921.938802868","14","14","14"
"28936.938324757","15","15","15"
"28951.938725784","15","15","15"
"28966.938260232","15","15","15"
"28981.938573136","14","14","14"
"28996.938420355","12","12","12"
"29011.937916846","15","15","15"
"29026.938389837","15","15","15"
"29041.938867639","15","15","15"
"29056.9387299","14","14","14"
"29071.938019458","14","14","14"
"29086.937998149","15","15","15"
"29101.938283699","15","15","15"
"29116.938437386","14","14","14"
"29131.938494123","15","15","15"
"29146.938331518","14","14","14"
"29161.938365781","14","14","14"
"29176.938267738","14","14","14"
"29191.938693083","15","15","15"
"29206.938168813","15","15","15"
"29221.938147731","15","15","15"
"29236.938028136","13","13","13"
"29251.938433445","14","14","14"
"29266.938610648","15","15","15"
"29281.938231227","14","14","14"
"29296.938824163","10","10","10"
"29311.93822589","15","15","15"
"29326.938625308","14","14","14"
"29341.938231445","14","14","14"
"29356.938838913","15","15","15"
"29371.938328565","15","15","15"
"29386.938429896","15","15","15"
"29401.938493768","14","14","14"
"29416.93869167","15","15","15"
"29431.938948638","13","13","13"
"29446.938535009","13","13","13"
"29461.938466984","17","17","17"
"29476.938356823","17","17","17"
"29491.938275936","15","15","15"
"29506.938509377","15","15","15"
"29521.93807581","15","15","15"
"29536.938548559","17","17","17"
"29551.938132877","10","10","10"
"29566.938551187","11","11","11"
"29581.938606594","13","13","13"
"29596.938409754","15","15","15"
