"Relative Time (Process)","skilled-firefly-1 - system/gpu.0.gpu","skilled-firefly-1 - system/gpu.0.gpu__MIN","skilled-firefly-1 - system/gpu.0.gpu__MAX"
"60917.100641","99","99","99"
"60932.099288","98","98","98"
"60947.099266","95","95","95"
"60962.100202","61","61","61"
"60977.09931","59","59","59"
"60992.099496","66","66","66"
"61007.100111","95","95","95"
"61022.100017","96","96","96"
"61037.098945","61","61","61"
"61052.099675","99","99","99"
"61067.099528","99","99","99"
"61082.099417","91","91","91"
"61097.099322","61","61","61"
"61112.100458","99","99","99"
"61127.099705","95","95","95"
"61142.1001","96","96","96"
"61157.098444","60","60","60"
"61172.100051","73","73","73"
"61187.100952","84","84","84"
"61202.099399","57","57","57"
"61217.098607","82","82","82"
"61232.099937","99","99","99"
"61247.099918","72","72","72"
"61262.099794","97","97","97"
"61277.100262","99","99","99"
"61292.099221","99","99","99"
"61307.100027","89","89","89"
"61322.099619","76","76","76"
"61337.099817","97","97","97"
"61352.098999","99","99","99"
"61367.099366","99","99","99"
"61382.099468","99","99","99"
"61397.098959","97","97","97"
"61412.09873","99","99","99"
"61427.099409","99","99","99"
"61442.09981","95","95","95"
"61457.098613","99","99","99"
"61472.099997","94","94","94"
"61487.099112","99","99","99"
"61502.098258","99","99","99"
"61517.099667","95","95","95"
"61532.09958","98","98","98"
"61547.099622","95","95","95"
"61562.098789","99","99","99"
"61577.098627","99","99","99"
"61592.099134","99","99","99"
"61607.09969","99","99","99"
"61622.100614","78","78","78"
"61637.100454","60","60","60"
"61652.099915","96","96","96"
"61667.100169","83","83","83"
"61682.099346","81","81","81"
"61697.09957","99","99","99"
"61712.100162","61","61","61"
"61727.099698","95","95","95"
"61742.099613","61","61","61"
"61757.099558","82","82","82"
"61772.09922","99","99","99"
"61787.100153","95","95","95"
"61802.100759","81","81","81"
"61817.099473","58","58","58"
"61832.10108","76","76","76"
"61847.099401","99","99","99"
"61862.099476","99","99","99"
"61877.101343","95","95","95"
"61892.100706","99","99","99"
"61907.099163","99","99","99"
"61922.099195","95","95","95"
"61937.099471","95","95","95"
"61952.099975","66","66","66"
"61967.099835","61","61","61"
"61982.09813","99","99","99"
"61997.100222","95","95","95"
"62012.098539","99","99","99"
"62027.099597","92","92","92"
"62042.100167","60","60","60"
"62057.09948","68","68","68"
"62072.099736","90","90","90"
"62087.099983","83","83","83"
"62102.099543","71","71","71"
"62117.098495","61","61","61"
"62132.099864","58","58","58"
"62147.099275","99","99","99"
"62162.099049","99","99","99"
"62177.100253","96","96","96"
"62192.099906","94","94","94"
"62207.099756","68","68","68"
"62222.098932","99","99","99"
"62237.099328","82","82","82"
"62252.100094","99","99","99"
"62267.099779","99","99","99"
"62282.099557","99","99","99"
"62297.099524","96","96","96"
"62312.100159","95","95","95"
"62327.100824","99","99","99"
"62342.100611","87","87","87"
"62357.100352","98","98","98"
"62372.09973","95","95","95"
"62387.100232","71","71","71"
"62402.099821","96","96","96"
"62417.099582","64","64","64"
"62432.098802","95","95","95"
"62447.099866","63","63","63"
"62462.099525","91","91","91"
"62477.099688","99","99","99"
"62492.099849","95","95","95"
"62507.099552","95","95","95"
"62522.099729","56","56","56"
"62537.09971","99","99","99"
"62552.099536","99","99","99"
"62567.099588","99","99","99"
"62582.099667","99","99","99"
"62597.100489","96","96","96"
"62612.100156","97","97","97"
"62627.100163","61","61","61"
"62642.099797","90","90","90"
"62657.099285","99","99","99"
"62672.099295","91","91","91"
"62687.099925","95","95","95"
"62702.099908","65","65","65"
"62717.09993","64","64","64"
"62732.100222","93","93","93"
"62747.098816","90","90","90"
"62762.099621","99","99","99"
"62777.099747","99","99","99"
"62792.09829","95","95","95"
"62807.100046","99","99","99"
"62822.099997","61","61","61"
"62837.100072","66","66","66"
"62852.100063","86","86","86"
"62867.099936","75","75","75"
"62882.100231","62","62","62"
"62897.100175","91","91","91"
"62912.099459","70","70","70"
"62927.099756","98","98","98"
"62942.099521","99","99","99"
"62957.10001","99","99","99"
"62972.099417","99","99","99"
"62987.099256","99","99","99"
"63002.098955","95","95","95"
"63017.099278","96","96","96"
"63032.1003","88","88","88"
"63047.101717","95","95","95"
"63062.099779","87","87","87"
"63077.098436","98","98","98"
"63092.100107","99","99","99"
"63107.099844","58","58","58"
"63122.099629","59","59","59"
"63137.099845","59","59","59"
"63152.100468","99","99","99"
"63167.100455","99","99","99"
"63182.100469","99","99","99"
"63197.099374","96","96","96"
"63212.099906","88","88","88"
"63227.100441","60","60","60"
"63242.099006","96","96","96"
"63257.098992","95","95","95"
"63272.098514","91","91","91"
"63287.099628","59","59","59"
"63302.098488","83","83","83"
"63317.099833","95","95","95"
"63332.099582","95","95","95"
"63347.100266","70","70","70"
"63362.099775","99","99","99"
"63377.100867","99","99","99"
"63392.099044","99","99","99"
"63407.100235","64","64","64"
"63422.100324","99","99","99"
"63437.100752","99","99","99"
"63452.100055","95","95","95"
"63467.101183","65","65","65"
"63482.098617","98","98","98"
"63497.100554","90","90","90"
"63512.100889","95","95","95"
"63527.098906","99","99","99"
"63542.101107","58","58","58"
"63557.099559","90","90","90"
"63572.100274","80","80","80"
"63587.099958","99","99","99"
"63602.099412","99","99","99"
"63617.099331","95","95","95"
"63632.099143","95","95","95"
"63647.100583","86","86","86"
"63662.099264","99","99","99"
"63677.100452","95","95","95"
"63692.099438","99","99","99"
"63707.100016","99","99","99"
"63722.100001","72","72","72"
"63737.101662","98","98","98"
"63752.101392","95","95","95"
"63767.099528","95","95","95"
"63782.099594","99","99","99"
"63797.101799","60","60","60"
"63812.10012","94","94","94"
"63827.100053","99","99","99"
"63842.098932","99","99","99"
"63857.101409","60","60","60"
"63872.100134","85","85","85"
"63887.099472","99","99","99"
"63902.099634","82","82","82"
"63917.099419","99","99","99"
"63932.099381","95","95","95"
"63947.098967","95","95","95"
"63962.098265","96","96","96"
"63977.099148","97","97","97"
"63992.099608","61","61","61"
"64007.100162","64","64","64"
"64022.099846","99","99","99"
"64037.099598","95","95","95"
"64052.09927","95","95","95"
"64067.099793","68","68","68"
"64082.099616","96","96","96"
"64097.098534","60","60","60"
"64112.099192","84","84","84"
"64127.100094","99","99","99"
"64142.099666","95","95","95"
"64157.099938","96","96","96"
"64172.100081","95","95","95"
"64187.100539","99","99","99"
"64202.099117","99","99","99"
"64217.099794","96","96","96"
"64232.09977","80","80","80"
"64247.099943","96","96","96"
"64262.099594","99","99","99"
"64277.099043","61","61","61"
"64292.098883","78","78","78"
"64307.099605","99","99","99"
"64322.099686","99","99","99"
"64337.099058","96","96","96"
"64352.09976","81","81","81"
"64367.099438","60","60","60"
"64382.099224","99","99","99"
"64397.10015","99","99","99"
"64412.099774","99","99","99"
"64427.100016","99","99","99"
"64442.100214","95","95","95"
"64457.099822","96","96","96"
"64472.099209","93","93","93"
"64487.099174","64","64","64"
"64502.098561","71","71","71"
"64517.099456","99","99","99"
"64532.099982","99","99","99"
"64547.098638","75","75","75"
"64562.099456","61","61","61"
"64577.099867","61","61","61"
"64592.099603","99","99","99"
"64607.09985","99","99","99"
"64622.099836","95","95","95"
"64637.099862","95","95","95"
"64652.100172","96","96","96"
"64667.09835","99","99","99"
"64682.099424","89","89","89"
"64697.099405","95","95","95"
"64712.101373","99","99","99"
"64727.101395","99","99","99"
"64742.099597","64","64","64"
"64757.099477","95","95","95"
"64772.099709","96","96","96"
"64787.099478","99","99","99"
"64802.09969","60","60","60"
"64817.09992","55","55","55"
"64832.098853","82","82","82"
"64847.098554","90","90","90"
"64862.099588","99","99","99"
"64877.09989","99","99","99"
"64892.099784","99","99","99"
"64907.099714","99","99","99"
"64922.09989","99","99","99"
"64937.100032","65","65","65"
"64952.099114","69","69","69"
"64967.099476","99","99","99"
"64982.098996","75","75","75"
"64997.099402","95","95","95"
"65012.100441","66","66","66"
"65027.10013","72","72","72"
"65042.099751","83","83","83"
"65057.10026","95","95","95"
"65072.099371","60","60","60"
"65087.099856","73","73","73"
"65102.100638","99","99","99"
"65117.100043","99","99","99"
"65132.100315","59","59","59"
"65147.099902","88","88","88"
"65162.100009","99","99","99"
"65177.100064","97","97","97"
"65192.1003","99","99","99"
"65207.099308","95","95","95"
"65222.099754","99","99","99"
"65237.099268","61","61","61"
"65252.100269","98","98","98"
"65267.099307","99","99","99"
"65282.098776","99","99","99"
"65297.099918","99","99","99"
"65312.100557","99","99","99"
"65327.099532","95","95","95"
"65342.099884","99","99","99"
"65357.099313","99","99","99"
"65372.099568","82","82","82"
"65387.100001","88","88","88"
"65402.099747","71","71","71"
"65417.100167","94","94","94"
"65432.102114","96","96","96"
"65447.100233","95","95","95"
"65462.101645","95","95","95"
"65477.101727","95","95","95"
"65492.1018","64","64","64"
"65507.099261","72","72","72"
"65522.101677","99","99","99"
"65537.099425","99","99","99"
"65552.100004","96","96","96"
"65567.099447","69","69","69"
"65582.099829","59","59","59"
"65597.100165","57","57","57"
"65612.099183","77","77","77"
"65627.099757","55","55","55"
"65642.09979","99","99","99"
"65657.099671","99","99","99"
"65672.099467","60","60","60"
"65687.099582","70","70","70"
"65702.099904","60","60","60"
"65717.099259","75","75","75"
"65732.0991","65","65","65"
"65747.100152","96","96","96"
"65762.099068","98","98","98"
"65777.09967","95","95","95"
"65792.09987","73","73","73"
"65807.099114","77","77","77"
"65822.099998","68","68","68"
"65837.100497","57","57","57"
"65852.100059","76","76","76"
"65867.099749","99","99","99"
"65882.099985","57","57","57"
"65897.100237","95","95","95"
"65912.099651","99","99","99"
"65927.100226","99","99","99"
"65942.099669","99","99","99"
"65957.099872","99","99","99"
"65972.099405","99","99","99"
"65987.098992","99","99","99"
"66002.098686","95","95","95"
"66017.09925","99","99","99"
"66032.09954","99","99","99"
"66047.100127","99","99","99"
"66062.099422","99","99","99"
"66077.099828","95","95","95"
"66092.099282","98","98","98"
"66107.099833","86","86","86"
"66122.099712","95","95","95"
"66137.098393","99","99","99"
"66152.098715","99","99","99"
"66167.099347","99","99","99"
"66182.099624","95","95","95"
"66197.099862","95","95","95"
"66212.098465","99","99","99"
"66227.099812","99","99","99"
"66242.099524","99","99","99"
"66257.099923","95","95","95"
"66272.098548","95","95","95"
"66287.099527","95","95","95"
"66302.100427","88","88","88"
"66317.099493","92","92","92"
"66332.09955","95","95","95"
"66347.100239","99","99","99"
"66362.099351","94","94","94"
"66377.101539","58","58","58"
"66392.101595","74","74","74"
"66407.099328","99","99","99"
"66422.09979","95","95","95"
"66437.099262","95","95","95"
"66452.09863","95","95","95"
"66467.098475","95","95","95"
"66482.098091","99","99","99"
"66497.099249","99","99","99"
"66512.099991","76","76","76"
"66527.099651","59","59","59"
"66542.099671","60","60","60"
"66557.099968","60","60","60"
"66572.098977","95","95","95"
"66587.098574","95","95","95"
"66602.099643","95","95","95"
"66617.100262","95","95","95"
"66632.099102","99","99","99"
"66647.100329","99","99","99"
"66662.099886","99","99","99"
"66677.098874","95","95","95"
"66692.098416","95","95","95"
"66707.100191","96","96","96"
"66722.099775","95","95","95"
"66737.098844","95","95","95"
"66752.099271","59","59","59"
"66767.09977","58","58","58"
"66782.099919","80","80","80"
"66797.099094","95","95","95"
"66812.099854","95","95","95"
"66827.100578","98","98","98"
"66842.100093","84","84","84"
"66857.099306","60","60","60"
"66872.099904","61","61","61"
"66887.100065","85","85","85"
"66902.09882","96","96","96"
"66917.099397","60","60","60"
"66932.099483","56","56","56"
"66947.099249","76","76","76"
"66962.099491","99","99","99"
"66977.099843","89","89","89"
"66992.099214","99","99","99"
"67007.099439","99","99","99"
"67022.100323","99","99","99"
"67037.098938","95","95","95"
"67052.100042","95","95","95"
"67067.100334","92","92","92"
"67082.099381","99","99","99"
"67097.099915","96","96","96"
"67112.100631","60","60","60"
"67127.100456","60","60","60"
"67142.099648","75","75","75"
"67157.100364","99","99","99"
"67172.099935","99","99","99"
"67187.099743","95","95","95"
"67202.09974","95","95","95"
"67217.099766","95","95","95"
"67232.099129","89","89","89"
"67247.099423","95","95","95"
"67262.098067","77","77","77"
"67277.099145","60","60","60"
"67292.099737","96","96","96"
"67307.099171","99","99","99"
"67322.100663","99","99","99"
"67337.099142","95","95","95"
"67352.099951","95","95","95"
"67367.099671","95","95","95"
"67382.099853","99","99","99"
"67397.100264","55","55","55"
"67412.099531","95","95","95"
"67427.100045","63","63","63"
"67442.100005","95","95","95"
"67457.100078","95","95","95"
"67472.099119","95","95","95"
"67487.099764","60","60","60"
"67502.0999","83","83","83"
"67517.099536","99","99","99"
"67532.099857","95","95","95"
"67547.098525","99","99","99"
"67562.099257","71","71","71"
"67577.099228","24","24","24"
"67592.099976","99","99","99"
"67607.100192","75","75","75"
"67622.100387","64","64","64"
"67637.100544","53","53","53"
"67652.10017","59","59","59"
"67667.09994","73","73","73"
"67682.09968","99","99","99"
"67697.099235","99","99","99"
"67712.098353","98","98","98"
"67727.099636","99","99","99"
"67742.0993","99","99","99"
"67757.09967","95","95","95"
"67772.09979","95","95","95"
"67787.10036","95","95","95"
"67802.099854","95","95","95"
"67817.099384","96","96","96"
"67832.098348","81","81","81"
"67847.099787","63","63","63"
"67862.099352","99","99","99"
"67877.099812","95","95","95"
"67892.10023","99","99","99"
"67907.099682","98","98","98"
"67922.100332","60","60","60"
"67937.100404","99","99","99"
"67952.099926","95","95","95"
"67967.098439","99","99","99"
"67982.099798","60","60","60"
"67997.098633","58","58","58"
"68012.09909","81","81","81"
"68027.09962","56","56","56"
"68042.099912","59","59","59"
"68057.098757","76","76","76"
"68072.09969","99","99","99"
"68087.099581","99","99","99"
"68102.100122","99","99","99"
"68117.099342","99","99","99"
"68132.099421","93","93","93"
"68147.101915","95","95","95"
"68162.099892","99","99","99"
"68177.099673","83","83","83"
"68192.099733","61","61","61"
"68207.099829","59","59","59"
"68222.099675","67","67","67"
"68237.099184","54","54","54"
"68252.100267","95","95","95"
"68267.099827","65","65","65"
"68282.099882","99","99","99"
"68297.098977","99","99","99"
"68312.098762","90","90","90"
"68327.099306","99","99","99"
"68342.098986","99","99","99"
"68357.100066","96","96","96"
"68372.099642","96","96","96"
"68387.099553","68","68","68"
"68402.098483","99","99","99"
"68417.099894","99","99","99"
"68432.098391","99","99","99"
"68447.09934","99","99","99"
"68462.292009","99","99","99"
"68477.099695","61","61","61"
"68492.099717","68","68","68"
"68507.101669","99","99","99"
"68522.102045","95","95","95"
"68537.10003","91","91","91"
"68552.100129","95","95","95"
"68567.099582","95","95","95"
"68582.099315","18","18","18"
"68597.099706","95","95","95"
"68612.099461","66","66","66"
"68627.099929","61","61","61"
"68642.100442","99","99","99"
"68657.099903","95","95","95"
"68672.100477","99","99","99"
"68687.099813","64","64","64"
"68702.098711","99","99","99"
"68717.099501","99","99","99"
"68732.099837","95","95","95"
"68747.099325","61","61","61"
"68762.100219","90","90","90"
"68777.099275","59","59","59"
"68792.099209","60","60","60"
"68807.099823","65","65","65"
"68822.100043","63","63","63"
"68837.098693","99","99","99"
"68852.099742","99","99","99"
"68867.099439","95","95","95"
"68882.099859","93","93","93"
"68897.099857","76","76","76"
"68912.09847","95","95","95"
"68927.099238","99","99","99"
"68942.099162","95","95","95"
"68957.099657","80","80","80"
"68972.099138","83","83","83"
"68987.099459","99","99","99"
"69002.100222","95","95","95"
"69017.101343","95","95","95"
"69032.099408","95","95","95"
"69047.100409","95","95","95"
"69062.098772","95","95","95"
"69077.099727","85","85","85"
"69092.099604","94","94","94"
"69107.099678","61","61","61"
"69122.099861","79","79","79"
"69137.099208","94","94","94"
"69152.099712","99","99","99"
"69167.099271","99","99","99"
"69182.100375","99","99","99"
"69197.100054","61","61","61"
"69212.1004","99","99","99"
"69227.098783","95","95","95"
"69242.099035","94","94","94"
"69257.099519","96","96","96"
"69272.099321","95","95","95"
"69287.099823","76","76","76"
"69302.099665","60","60","60"
"69317.099139","62","62","62"
"69332.099978","99","99","99"
"69347.100377","99","99","99"
"69362.099285","95","95","95"
"69377.099307","67","67","67"
"69392.099627","99","99","99"
"69407.099595","99","99","99"
"69422.099322","99","99","99"
"69437.098845","95","95","95"
"69452.100353","86","86","86"
"69467.100457","74","74","74"
"69482.099585","99","99","99"
"69497.099106","95","95","95"
"69512.099463","96","96","96"
"69527.099314","61","61","61"
"69542.099636","99","99","99"
"69557.100444","96","96","96"
"69572.099286","65","65","65"
"69587.100334","91","91","91"
"69602.10001","56","56","56"
"69617.09996","59","59","59"
"69632.100258","62","62","62"
"69647.099611","99","99","99"
"69662.098761","95","95","95"
"69677.098983","95","95","95"
"69692.100508","95","95","95"
"69707.099933","69","69","69"
"69722.099282","60","60","60"
"69737.099935","99","99","99"
"69752.09975","99","99","99"
"69767.098784","96","96","96"
"69782.098987","94","94","94"
"69797.101265","99","99","99"
"69812.100959","99","99","99"
"69827.100963","99","99","99"
"69842.101044","95","95","95"
"69857.099497","95","95","95"
"69872.099824","96","96","96"
"69887.100049","95","95","95"
"69902.100265","95","95","95"
"69917.099132","61","61","61"
"69932.099665","61","61","61"
"69947.099887","59","59","59"
"69962.099032","87","87","87"
"69977.099447","99","99","99"
"69992.099793","99","99","99"
"70007.099325","99","99","99"
"70022.099617","95","95","95"
"70037.100028","95","95","95"
"70052.099616","92","92","92"
"70067.09935","96","96","96"
"70082.099792","96","96","96"
"70097.100326","99","99","99"
"70112.099709","95","95","95"
"70127.099265","99","99","99"
"70142.100096","63","63","63"
"70157.100326","60","60","60"
"70172.09969","60","60","60"
"70187.098238","82","82","82"
"70202.099918","99","99","99"
"70217.099244","99","99","99"
"70232.1005","99","99","99"
"70247.100053","95","95","95"
"70262.100229","71","71","71"
"70277.099379","65","65","65"
"70292.100317","93","93","93"
"70307.100276","99","99","99"
"70322.099692","99","99","99"
"70337.099472","99","99","99"
"70352.099765","99","99","99"
"70367.099254","95","95","95"
"70382.098369","95","95","95"
"70397.099936","90","90","90"
"70412.099729","60","60","60"
"70427.099016","95","95","95"
"70442.099293","98","98","98"
"70457.099912","71","71","71"
"70472.099798","60","60","60"
"70487.099947","99","99","99"
"70502.099521","99","99","99"
"70517.099413","95","95","95"
"70532.098151","96","96","96"
"70547.099493","74","74","74"
"70562.100934","81","81","81"
"70577.100543","96","96","96"
"70592.09876","55","55","55"
"70607.099867","75","75","75"
"70622.09976","99","99","99"
"70637.099906","99","99","99"
"70652.100368","99","99","99"
"70667.100017","95","95","95"
"70682.099971","92","92","92"
"70697.09901","60","60","60"
"70712.099867","66","66","66"
"70727.100451","82","82","82"
"70742.100057","72","72","72"
"70757.100099","99","99","99"
"70772.099219","60","60","60"
"70787.09979","99","99","99"
"70802.100225","95","95","95"
"70817.099502","96","96","96"
"70832.099211","71","71","71"
"70847.100005","74","74","74"
"70862.098472","99","99","99"
"70877.100005","99","99","99"
"70892.09961","95","95","95"
"70907.100315","95","95","95"
"70922.099896","95","95","95"
"70937.099806","99","99","99"
"70952.099697","99","99","99"
"70967.099995","95","95","95"
"70982.099666","95","95","95"
"70997.100317","85","85","85"
"71012.099504","60","60","60"
"71027.100047","75","75","75"
"71042.100325","99","99","99"
"71057.099852","95","95","95"
"71072.100213","95","95","95"
"71087.099802","89","89","89"
"71102.099948","96","96","96"
"71117.09992","99","99","99"
"71132.09931","66","66","66"
"71147.098705","68","68","68"
"71162.100539","67","67","67"
"71177.100778","58","58","58"
"71192.099151","68","68","68"
"71207.100226","99","99","99"
"71222.099125","95","95","95"
"71237.099942","84","84","84"
"71252.100007","60","60","60"
"71267.10041","99","99","99"
"71282.100328","60","60","60"
"71297.099234","76","76","76"
"71312.098471","99","99","99"
"71327.100096","99","99","99"
"71342.099323","99","99","99"
"71357.100624","95","95","95"
"71372.100238","94","94","94"
"71387.099284","65","65","65"
"71402.100218","81","81","81"
"71417.098615","99","99","99"
"71432.099801","59","59","59"
"71447.099893","59","59","59"
"71462.100301","84","84","84"
"71477.099244","85","85","85"
"71492.099025","99","99","99"
"71507.099703","99","99","99"
"71522.10024","95","95","95"
"71537.099871","95","95","95"
"71552.10077","95","95","95"
"71567.100541","95","95","95"
"71582.099862","98","98","98"
"71597.099345","95","95","95"
"71612.09917","95","95","95"
"71627.099983","95","95","95"
"71642.099507","79","79","79"
"71657.099456","60","60","60"
"71672.098605","99","99","99"
"71687.098316","99","99","99"
"71702.099777","95","95","95"
"71717.100349","91","91","91"
"71732.100311","96","96","96"
"71747.100073","60","60","60"
"71762.100541","99","99","99"
"71777.099944","99","99","99"
"71792.100602","90","90","90"
"71807.09873","99","99","99"
"71822.099743","99","99","99"
"71837.09982","95","95","95"
"71852.100289","96","96","96"
"71867.100055","85","85","85"
"71882.099563","60","60","60"
"71897.100098","60","60","60"
"71912.100121","98","98","98"
"71927.099137","99","99","99"
"71942.100067","99","99","99"
"71957.09988","95","95","95"
"71972.099734","98","98","98"
"71987.101081","61","61","61"
"72002.099654","76","76","76"
"72017.099587","99","99","99"
"72032.099062","99","99","99"
"72047.100331","95","95","95"
"72062.099358","81","81","81"
"72077.0999","74","74","74"
"72092.100238","69","69","69"
"72107.101778","92","92","92"
"72122.099627","61","61","61"
"72137.099272","99","99","99"
"72152.098868","96","96","96"
"72167.099365","99","99","99"
"72182.099984","60","60","60"
"72197.099916","99","99","99"
"72212.099642","99","99","99"
"72227.098806","99","99","99"
"72242.098318","95","95","95"
"72257.098691","96","96","96"
"72272.099941","99","99","99"
"72287.09861","95","95","95"
"72302.099933","99","99","99"
"72317.099446","70","70","70"
"72332.100374","99","99","99"
"72347.10084","97","97","97"
"72362.098351","96","96","96"
"72377.099251","96","96","96"
"72392.100236","98","98","98"
"72407.100178","67","67","67"
"72422.099641","60","60","60"
"72437.099149","95","95","95"
"72452.098959","96","96","96"
"72467.099426","95","95","95"
"72482.100438","60","60","60"
"72497.099772","60","60","60"
"72512.100293","99","99","99"
"72527.099964","99","99","99"
"72542.099905","99","99","99"
"72557.099892","95","95","95"
"72572.099258","95","95","95"
"72587.098544","96","96","96"
"72602.100021","99","99","99"
"72617.099128","96","96","96"
"72632.09938","95","95","95"
"72647.099553","78","78","78"
"72662.099868","56","56","56"
"72677.099184","82","82","82"
"72692.099072","99","99","99"
"72707.099386","95","95","95"
"72722.099564","83","83","83"
"72737.099169","64","64","64"
"72752.099782","61","61","61"
"72767.099287","82","82","82"
"72782.099859","99","99","99"
"72797.099833","81","81","81"
"72812.098536","60","60","60"
"72827.100418","95","95","95"
"72842.099792","99","99","99"
"72857.099722","99","99","99"
"72872.099425","95","95","95"
"72887.098936","58","58","58"
"72902.099782","83","83","83"
"72917.099361","58","58","58"
"72932.100955","98","98","98"
"72947.101094","99","99","99"
"72962.100177","99","99","99"
"72977.099844","95","95","95"
"72992.098961","95","95","95"
"73007.098599","62","62","62"
"73022.098542","66","66","66"
"73037.09888","58","58","58"
"73052.099868","81","81","81"
"73067.09976","99","99","99"
"73082.100091","93","93","93"
"73097.099953","95","95","95"
"73112.099217","99","99","99"
"73127.099392","86","86","86"
"73142.100355","72","72","72"
"73157.099946","84","84","84"
"73172.09933","74","74","74"
"73187.099197","60","60","60"
"73202.099298","81","81","81"
"73217.099515","99","99","99"
"73232.099748","99","99","99"
"73247.099634","96","96","96"
"73262.098603","60","60","60"
"73277.098964","95","95","95"
"73292.099181","74","74","74"
"73307.099724","72","72","72"
"73322.098574","60","60","60"
"73337.099771","72","72","72"
"73352.101639","88","88","88"
"73367.100766","99","99","99"
"73382.100289","99","99","99"
"73397.099918","99","99","99"
"73412.099632","61","61","61"
"73427.100101","80","80","80"
"73442.098856","60","60","60"
"73457.100093","82","82","82"
"73472.099348","99","99","99"
"73487.099861","99","99","99"
"73502.100164","99","99","99"
"73517.099607","99","99","99"
"73532.099414","91","91","91"
"73547.098548","96","96","96"
"73562.099065","95","95","95"
"73577.099754","58","58","58"
"73592.09902","65","65","65"
"73607.099762","78","78","78"
"73622.099602","99","99","99"
"73637.099734","95","95","95"
"73652.100377","95","95","95"
"73667.100044","95","95","95"
"73682.100275","98","98","98"
"73697.100471","70","70","70"
"73712.099985","60","60","60"
"73727.100085","59","59","59"
"73742.099384","60","60","60"
"73757.099447","88","88","88"
"73772.100144","60","60","60"
"73787.099396","99","99","99"
"73802.100309","99","99","99"
"73817.099123","95","95","95"
"73832.099936","95","95","95"
"73847.098832","98","98","98"
"73862.099195","99","99","99"
"73877.099574","99","99","99"
"73892.099749","96","96","96"
"73907.100218","95","95","95"
"73922.099827","66","66","66"
"73937.099405","61","61","61"
"73952.099037","97","97","97"
"73967.10034","76","76","76"
"73982.100069","96","96","96"
"73997.099739","96","96","96"
"74012.099614","96","96","96"
"74027.100056","92","92","92"
"74042.099973","80","80","80"
"74057.099549","61","61","61"
"74072.099204","74","74","74"
"74087.099119","76","76","76"
"74102.101286","82","82","82"
"74117.100169","54","54","54"
"74132.098714","92","92","92"
"74147.100046","99","99","99"
"74162.099122","99","99","99"
"74177.099689","76","76","76"
"74192.100291","60","60","60"
"74207.099237","88","88","88"
"74222.100033","56","56","56"
"74237.099912","68","68","68"
"74252.099659","57","57","57"
"74267.099274","88","88","88"
"74282.099214","95","95","95"
"74297.099841","85","85","85"
"74312.099782","60","60","60"
"74327.099127","85","85","85"
"74342.099764","99","99","99"
"74357.09982","99","99","99"
"74372.099553","69","69","69"
"74387.099153","77","77","77"
"74402.099044","92","92","92"
"74417.100715","99","99","99"
"74432.0992","99","99","99"
"74447.098432","88","88","88"
"74462.09941","57","57","57"
"74477.09973","71","71","71"
"74492.099907","60","60","60"
"74507.100485","67","67","67"
"74522.099654","99","99","99"
"74537.099282","95","95","95"
"74552.100275","60","60","60"
"74567.100191","66","66","66"
"74582.100117","76","76","76"
"74597.099463","99","99","99"
"74612.099503","60","60","60"
"74627.099959","99","99","99"
"74642.099779","99","99","99"
"74657.099136","95","95","95"
"74672.0996","95","95","95"
"74687.1001","98","98","98"
"74702.100773","75","75","75"
"74717.100121","60","60","60"
"74732.099557","99","99","99"
"74747.098724","98","98","98"
"74762.099731","95","95","95"
"74777.099226","95","95","95"
"74792.100026","95","95","95"
"74807.100535","85","85","85"
"74822.099705","62","62","62"
"74837.099813","89","89","89"
"74852.100674","99","99","99"
"74867.099941","99","99","99"
"74882.098609","95","95","95"
"74897.099641","95","95","95"
"74912.10082","60","60","60"
"74927.100058","75","75","75"
"74942.09998","77","77","77"
"74957.099438","61","61","61"
"74972.099884","88","88","88"
"74987.099617","99","99","99"
"75002.09826","95","95","95"
"75017.099387","95","95","95"
"75032.099401","77","77","77"
"75047.0996","78","78","78"
"75062.099994","99","99","99"
"75077.099158","98","98","98"
"75092.102716","81","81","81"
"75107.098539","95","95","95"
"75122.100079","61","61","61"
"75137.100541","57","57","57"
"75152.098797","99","99","99"
"75167.100121","99","99","99"
"75182.099827","99","99","99"
"75197.100391","91","91","91"
"75212.099852","77","77","77"
"75227.100501","77","77","77"
"75242.099663","93","93","93"
"75257.099255","99","99","99"
"75272.099393","57","57","57"
"75287.099821","99","99","99"
"75302.099406","99","99","99"
"75317.09968","99","99","99"
"75332.099788","99","99","99"
"75347.099767","95","95","95"
"75362.099152","99","99","99"
"75377.099696","80","80","80"
"75392.099936","60","60","60"
"75407.100411","60","60","60"
"75422.100511","54","54","54"
"75437.099619","83","83","83"
"75452.099989","52","52","52"
"75467.099388","95","95","95"
"75482.100475","95","95","95"
"75497.100062","96","96","96"
"75512.098686","63","63","63"
"75527.101472","62","62","62"
"75542.101395","99","99","99"
"75557.100082","99","99","99"
"75572.099528","95","95","95"
"75587.100102","95","95","95"
"75602.098839","78","78","78"
"75617.099728","95","95","95"
"75632.099486","99","99","99"
"75647.10035","94","94","94"
"75662.10012","99","99","99"
"75677.100266","95","95","95"
"75692.099952","96","96","96"
"75707.099912","96","96","96"
"75722.099822","97","97","97"
"75737.099359","80","80","80"
"75752.098948","61","61","61"
"75767.099393","71","71","71"
"75782.099399","65","65","65"
"75797.099163","60","60","60"
